Timestamp,Carbon_Intensity_gCO2kWh,Energy_Price_GBPkWh,Compute_Demand_Jobs,Flexibility_Window_Hours,Storage_SoC,Optimal_Action
2025-11-25 18:00:00,206.27894791611538,0.20521766152205984,1070,4,0.46978386124333127,0
2025-11-25 18:30:00,219.48629080438704,0.2358611961418123,1093,2,0.4560694914106221,0
2025-11-25 19:00:00,214.8552701734413,0.1900362246255761,941,2,0.4474516614868281,0
2025-11-25 19:30:00,205.85901728891827,0.20709269457652443,957,2,0.42890278357925316,0
2025-11-25 20:00:00,224.41258073028797,0.22972683375154293,939,1,0.4195454516646355,0
2025-11-25 20:30:00,227.0530532454719,0.23394236990269662,973,1,0.42002308606082783,0
2025-11-25 21:00:00,217.64659688232425,0.21074108978982178,956,4,0.4295831069753322,0
2025-11-25 21:30:00,205.12400990782342,0.1999403220878009,1002,0,0.409595617306057,0
2025-11-25 22:00:00,237.2164719275259,0.21691703785600652,1048,8,0.3954235274980669,0
2025-11-25 22:30:00,204.96430481935982,0.21637935654173296,1045,2,0.4023830626464596,0
2025-11-25 23:00:00,229.1939324253159,0.2111536725019203,991,2,0.3931303005582013,0
2025-11-25 23:30:00,230.93458071157573,0.23150830377629697,983,0,0.4103838674422974,0
2025-11-26 00:00:00,227.30810669571363,0.24339028259303197,923,2,0.41040821684086076,0
2025-11-26 00:30:00,221.2527972581841,0.23077791347433554,996,1,0.4182452651628518,0
2025-11-26 01:00:00,214.19946023979657,0.20756623061714477,970,8,0.41400582070721664,0
2025-11-26 01:30:00,232.5300014769861,0.22360939684416103,1001,0,0.4013202990864747,0
2025-11-26 02:00:00,218.47129236968496,0.2279531313192138,980,1,0.4066363656456836,0
2025-11-26 02:30:00,229.00054201492873,0.21860449484024322,970,0,0.4123810800671768,0
2025-11-26 03:00:00,217.6514675467786,0.21061959904426505,1006,8,0.42345843394125665,0
2025-11-26 03:30:00,223.40516211765177,0.2339235408463079,1008,0,0.4137752826151567,0
2025-11-26 04:00:00,209.976251217881,0.22166250206936594,989,1,0.4301251027964304,0
2025-11-26 04:30:00,231.22780263932873,0.22974655286252954,1072,2,0.4134425233888721,0
2025-11-26 05:00:00,223.83971693756283,0.22948321577535824,1097,4,0.4014100989818711,0
2025-11-26 05:30:00,224.7184013111679,0.23292824881444282,1027,1,0.4210432489058639,0
2025-11-26 06:00:00,224.6438539028594,0.2251911523803463,950,0,0.4372649648476083,0
2025-11-26 06:30:00,220.86819570028769,0.21827740124402864,1025,0,0.4535116324465798,0
2025-11-26 07:00:00,208.35676795664875,0.23571967791011303,1022,4,0.4570846802420187,0
2025-11-26 07:30:00,225.08804871937772,0.22026700809529218,968,0,0.45954623625745056,0
2025-11-26 08:00:00,221.4439550099695,0.22420074885570496,1000,0,0.4753915639800942,0
2025-11-26 08:30:00,220.06481784421277,0.2271041373876276,956,2,0.4665759258544456,0
2025-11-26 09:00:00,214.9656733292047,0.24085137638395376,1003,0,0.48179957107142063,0
2025-11-26 09:30:00,219.08333219502822,0.21566656251901614,953,0,0.48877167301720403,0
2025-11-26 10:00:00,240.12292886902122,0.23488249370288622,962,8,0.49135864645701166,0
2025-11-26 10:30:00,204.3852439844467,0.2306827142570579,997,0,0.5042534625262499,0
2025-11-26 11:00:00,233.21624103457393,0.23149062438678913,1094,4,0.49183510445636364,0
2025-11-26 11:30:00,236.27144603000895,0.22103251762349538,971,0,0.4826459095667887,0
2025-11-26 12:00:00,231.80570715631075,0.21997526836009204,947,1,0.4827897090787159,0
2025-11-26 12:30:00,233.50955535088812,0.2368482521591683,926,0,0.4717514806461096,0
2025-11-26 13:00:00,229.95017999673368,0.24243054065084568,2403,0,0.4904277141118357,0
2025-11-26 13:30:00,233.9664545766836,0.22889102088918006,1069,2,0.5101987949804832,0
2025-11-26 14:00:00,236.52904851334756,0.22540772596957528,968,2,0.49156249628049375,0
2025-11-26 14:30:00,217.90586438073876,0.2360521512487152,915,1,0.510069895652665,0
2025-11-26 15:00:00,240.0407648176551,0.23370831682107973,1086,1,0.5252751197455875,0
2025-11-26 15:30:00,242.92743220639954,0.22221645022450687,988,1,0.5182381818176169,0
2025-11-26 16:00:00,250.54995808385632,0.23415640437400012,981,0,0.5065946005859852,0
2025-11-26 16:30:00,236.0529992270757,0.22587988553785734,949,1,0.5091314780452687,0
2025-11-26 17:00:00,228.71501546505013,0.22464862443805353,1018,0,0.5012686387366716,0
2025-11-26 17:30:00,222.78436006377598,0.23757230278588393,1039,2,0.48726410836442563,0
2025-11-26 18:00:00,240.33151751010007,0.22248188063858293,1070,0,0.48106198526244637,0
2025-11-26 18:30:00,244.2812398703623,0.23586609399363032,993,2,0.49082716722222874,0
2025-11-26 19:00:00,240.2523673338579,0.2339495365951397,1044,1,0.4732425031571798,0
2025-11-26 19:30:00,232.19823250544616,0.23129791389688556,979,0,0.4698498378993961,0
2025-11-26 20:00:00,236.81038730139645,0.248374193040712,971,0,0.4781336931559181,0
2025-11-26 20:30:00,242.57671142259917,0.23361389314040554,960,0,0.4744179349004119,0
2025-11-26 21:00:00,223.8253249777797,0.230727941077711,1021,8,0.4808969243580904,0
2025-11-26 21:30:00,230.5983756147066,0.2341439495217162,1059,0,0.48466925926501914,0
2025-11-26 22:00:00,226.7947784331595,0.243649001363869,984,8,0.48078031912853103,0
2025-11-26 22:30:00,230.96321255305483,0.23371206940752617,980,0,0.4652855446657104,0
2025-11-26 23:00:00,224.5586116582852,0.23825070609067334,1001,8,0.4715667975103196,0
2025-11-26 23:30:00,242.75358866600436,0.23037216626181917,972,0,0.4647608874350448,0
2025-11-27 00:00:00,236.5192833330361,0.2340661270260576,1056,2,0.47547681306977996,0
2025-11-27 00:30:00,249.06758940479358,0.25183968539151325,988,0,0.4938328556526438,0
2025-11-27 01:00:00,232.66204378253175,0.25204923431396836,1019,0,0.4841930237615613,0
2025-11-27 01:30:00,232.73719109811708,0.2282082691679186,959,2,0.493309679570623,0
2025-11-27 02:00:00,239.3276572753363,0.23354404918200092,1807,4,0.4919094441673282,0
2025-11-27 02:30:00,228.93600789985217,0.24841671856851333,945,0,0.4811028635059687,0
2025-11-27 03:00:00,247.11006631442794,0.23657620587996492,959,0,0.49982856329282127,0
2025-11-27 03:30:00,243.09593679648157,0.24208275203272334,998,2,0.518471401066031,0
2025-11-27 04:00:00,237.10916648639682,0.24878409748243147,1005,0,0.5075793585697099,0
2025-11-27 04:30:00,243.3087766628092,0.24807137415508887,978,0,0.4939839040730493,0
2025-11-27 05:00:00,235.85438412478874,0.252105952165027,992,0,0.5011118084904784,0
2025-11-27 05:30:00,248.5785383796425,0.25825682528030386,938,1,0.4957358914452486,0
2025-11-27 06:00:00,241.14344132448178,0.2535291393962671,963,1,0.49893551175925865,0
2025-11-27 06:30:00,242.93761359754535,0.24257628031277448,962,2,0.5031389513980459,0
2025-11-27 07:00:00,240.83466911716692,0.2413207868351885,1040,4,0.5138129704910986,0
2025-11-27 07:30:00,229.21602665088105,0.22657408890210534,1043,0,0.5285770150284177,0
2025-11-27 08:00:00,230.72533116139167,0.23338982849646045,1092,2,0.5348040374845421,0
2025-11-27 08:30:00,253.06374821324255,0.2580513872098497,1082,4,0.5351507430300587,0
2025-11-27 09:00:00,256.47145922403246,0.24248479600014167,868,2,0.5259387030255434,0
2025-11-27 09:30:00,256.7350372572038,0.24306060403367016,942,0,0.5259361248226502,0
2025-11-27 10:00:00,241.0872149686849,0.22281451331092747,1078,4,0.5236613792776699,0
2025-11-27 10:30:00,226.5619195410748,0.24796672323074548,993,1,0.5427058222884024,0
2025-11-27 11:00:00,251.32824720662887,0.2318859511771816,992,0,0.5411561920966108,0
2025-11-27 11:30:00,259.03304232202333,0.2594984504501348,975,0,0.5263821324436819,0
2025-11-27 12:00:00,247.2063848174784,0.23699549938050454,1026,0,0.5251973712891185,0
2025-11-27 12:30:00,246.34418668529142,0.24053863680569545,993,0,0.505493460364025,0
2025-11-27 13:00:00,227.85354904375012,0.24549000302681528,981,2,0.49891837125041283,0
2025-11-27 13:30:00,235.84685607537028,0.22014339911809036,986,2,0.5017007585924201,0
2025-11-27 14:00:00,246.30937275167724,0.22887619937914067,953,0,0.4951712136294525,0
2025-11-27 14:30:00,238.99626576107622,0.26141034697521737,1036,2,0.49407984769122204,0
2025-11-27 15:00:00,244.35393577265523,0.23148691061820123,973,1,0.5056967906388307,0
2025-11-27 15:30:00,249.84425222493616,0.25221256579039625,880,1,0.49169435766474,0
2025-11-27 16:00:00,249.31781858596116,0.25359600924888404,1043,0,0.47308683695677733,0
2025-11-27 16:30:00,252.6446490931217,0.25324830596144493,964,0,0.47286868551028577,0
2025-11-27 17:00:00,243.74448769422372,0.22849246977809307,1004,2,0.4540621667788291,0
2025-11-27 17:30:00,236.33740580485582,0.24347395837581012,965,2,0.46061477804447626,0
2025-11-27 18:00:00,238.98016331132192,0.24468873369700767,951,4,0.4551560425335371,0
2025-11-27 18:30:00,239.25378825987247,0.2549643729749045,969,0,0.45542642297337044,0
2025-11-27 19:00:00,236.20407255774654,0.22937621378401918,1005,8,0.43932259306329813,0
2025-11-27 19:30:00,235.74012505648602,0.24203361602033874,961,1,0.42756576449034384,0
2025-11-27 20:00:00,245.48784271389985,0.2477179442069608,1082,4,0.42074630152009146,0
2025-11-27 20:30:00,228.19852529866296,0.2591022093477278,1030,1,0.4397098374555098,0
2025-11-27 21:00:00,252.08623084633754,0.24889635597985899,960,1,0.44059026681806185,0
2025-11-27 21:30:00,253.77087342303068,0.24647229781465102,985,2,0.44296538660536144,0
2025-11-27 22:00:00,260.1515904858538,0.252424508596021,1033,1,0.4560972295185591,0
2025-11-27 22:30:00,246.93080846824736,0.25383833468833394,983,0,0.4436758075213449,0
2025-11-27 23:00:00,231.18045125581259,0.2529145771560433,1038,0,0.4267346045413345,0
2025-11-27 23:30:00,236.42503084390214,0.24563246119346038,1117,1,0.4237807453316519,0
2025-11-28 00:00:00,260.9905593503789,0.25142716482191757,968,2,0.4120132744724889,0
2025-11-28 00:30:00,250.34528647998144,0.2350933859095104,2220,0,0.4255350156062221,0
2025-11-28 01:00:00,263.33856437647,0.2563702532728251,3770,2,0.4203860136312998,1
2025-11-28 01:30:00,231.0035840103477,0.24570187795017526,982,0,0.4067884356752138,0
2025-11-28 02:00:00,247.57573291695527,0.2586675596685282,972,4,0.4074690415519597,0
2025-11-28 02:30:00,250.19972249046359,0.2433330077887288,904,1,0.42585739841149883,0
2025-11-28 03:00:00,251.6418362107336,0.22906925405248088,961,1,0.42100771053173297,0
2025-11-28 03:30:00,233.31941153576622,0.24401002530330515,892,2,0.4129062923738968,0
2025-11-28 04:00:00,246.9950495180927,0.2519834747002288,1093,0,0.41264139385373527,0
2025-11-28 04:30:00,223.641119321419,0.25925056784784883,1058,1,0.4223050999775549,0
2025-11-28 05:00:00,240.23384554481441,0.2325144914932129,1079,0,0.434658357800604,0
2025-11-28 05:30:00,235.26737829545186,0.24572623588241518,1010,0,0.4207570186292384,0
2025-11-28 06:00:00,249.49365048018268,0.2596475182327589,1013,0,0.40204227627554706,0
2025-11-28 06:30:00,246.0793205265494,0.24397143413036224,1039,1,0.4013841327231077,0
2025-11-28 07:00:00,248.49613559735317,0.2366291998768452,964,0,0.3871349532824867,0
2025-11-28 07:30:00,238.11815600099146,0.24250426078108084,910,2,0.399245109040566,0
2025-11-28 08:00:00,238.5592094433977,0.2608434095394896,1011,4,0.3899865185294779,0
2025-11-28 08:30:00,258.8432953842077,0.25425408391881765,998,0,0.37852498699368164,0
2025-11-28 09:00:00,242.29365169252475,0.24872697519489229,938,0,0.3814453032866697,0
2025-11-28 09:30:00,244.56802563027617,0.24242822109850967,1074,0,0.36456200350669893,0
2025-11-28 10:00:00,243.56233659028345,0.2534490464838014,1013,2,0.34514816802418047,0
2025-11-28 10:30:00,248.93923561536081,0.22390009113431825,1907,1,0.3477969089322973,0
2025-11-28 11:00:00,251.1846425258365,0.2569180972846419,1019,4,0.33617731362383696,0
2025-11-28 11:30:00,253.47403927018095,0.2633234524202046,965,0,0.3167152346075522,0
2025-11-28 12:00:00,252.00779697301306,0.248422127437975,984,2,0.3209298484223126,0
2025-11-28 12:30:00,238.09828434077684,0.26631703747402524,925,2,0.3134910718894199,0
2025-11-28 13:00:00,258.1015132614443,0.26691484104743946,1029,0,0.32365540703667606,0
2025-11-28 13:30:00,256.03014165600166,0.2577617228742432,971,0,0.31733902620151067,0
2025-11-28 14:00:00,249.35759180517718,0.24343344979837772,1064,2,0.305963486991284,0
2025-11-28 14:30:00,260.5868015453421,0.25042602483543613,1072,0,0.3035703183890487,0
2025-11-28 15:00:00,243.50754028582767,0.24453997509299472,1047,0,0.2941728706376971,0
2025-11-28 15:30:00,251.97328611795945,0.24277271901504324,1092,0,0.29778942339279435,0
2025-11-28 16:00:00,258.87135106221257,0.25014178969065726,899,2,0.31146754585869874,0
2025-11-28 16:30:00,236.37016190147537,0.23784109829010758,936,8,0.3104375261486284,0
2025-11-28 17:00:00,256.5226226844768,0.24605819222682046,980,1,0.29051091029873355,0
2025-11-28 17:30:00,242.92507085172844,0.25245458747754734,1070,8,0.3016971143493899,0
2025-11-28 18:00:00,256.07194696235837,0.2349630271944161,967,1,0.2903028615980907,0
2025-11-28 18:30:00,241.02760295485345,0.24908093918763888,1041,0,0.29687716151405197,0
2025-11-28 19:00:00,248.17671465504625,0.2538069009977155,1018,1,0.3102825016722436,0
2025-11-28 19:30:00,255.97993133482797,0.23708932333876692,1013,0,0.32336931222787013,0
2025-11-28 20:00:00,251.2560674385246,0.248488116105418,1096,1,0.3335839922746928,0
2025-11-28 20:30:00,265.20657770951385,0.24497504068574694,1005,8,0.3530093598704623,0
2025-11-28 21:00:00,251.83802442746278,0.23934609265293494,981,0,0.3391811391060567,0
2025-11-28 21:30:00,257.745692065982,0.26529200513746987,1009,1,0.35575772154798757,0
2025-11-28 22:00:00,253.39238116224215,0.24508116921899084,1046,4,0.3455118495309712,0
2025-11-28 22:30:00,249.3179210413059,0.253475104285007,990,0,0.3285631327614463,0
2025-11-28 23:00:00,246.00973040295372,0.2459028368989534,3517,0,0.323345281870309,0
2025-11-28 23:30:00,242.15165322933848,0.251525309034611,1005,0,0.3431348593828456,0
2025-11-29 00:00:00,245.726104957119,0.2613750245641477,1023,2,0.3307657968753748,0
2025-11-29 00:30:00,245.29395915673138,0.27616266903092745,1015,0,0.35070568391465445,0
2025-11-29 01:00:00,263.47523296981717,0.2343798757667369,952,2,0.33357982134488057,0
2025-11-29 01:30:00,256.7579586390198,0.2401314887632427,1008,1,0.3366646639489782,0
2025-11-29 02:00:00,253.3463236926239,0.25819548515104834,910,0,0.32810633459683936,0
2025-11-29 02:30:00,248.02083787594242,0.2592337694805582,1025,0,0.3248979379888105,0
2025-11-29 03:00:00,228.96533809350032,0.25564046630487613,999,2,0.3212795613692757,0
2025-11-29 03:30:00,260.7122765671187,0.25968033545358865,935,2,0.3183445674386027,0
2025-11-29 04:00:00,256.35850651065306,0.24338201807031498,1069,0,0.31415519224665595,0
2025-11-29 04:30:00,244.65456855835984,0.2505660816909007,1037,1,0.32930163146980784,0
2025-11-29 05:00:00,246.715149502861,0.23382290637436973,1063,0,0.3227418440431415,0
2025-11-29 05:30:00,264.7693575367955,0.25997153175115023,1002,1,0.32525045734386465,0
2025-11-29 06:00:00,259.1586954285581,0.25062918128158107,1019,0,0.3153229857155482,0
2025-11-29 06:30:00,259.080300719812,0.2460973624428729,1028,1,0.2954037657824131,0
2025-11-29 07:00:00,245.42658574425496,0.24100848246628537,1004,4,0.2952316273876954,0
2025-11-29 07:30:00,257.8941076884473,0.2508414376058653,1093,0,0.3088189755783141,0
2025-11-29 08:00:00,221.8523188488697,0.25340543169772434,1069,0,0.30256293146285745,0
2025-11-29 08:30:00,245.03280562258234,0.24392358417585566,1018,0,0.2895718998639057,0
2025-11-29 09:00:00,219.96149436949028,0.24677146327450575,975,1,0.28441964553082183,0
2025-11-29 09:30:00,241.00126122717361,0.253373515139797,970,1,0.29212101865474976,0
2025-11-29 10:00:00,247.53948570126747,0.2561852753470083,919,0,0.2853516804059372,0
2025-11-29 10:30:00,243.76239315351535,0.24406779981257426,934,8,0.2698567899863601,0
2025-11-29 11:00:00,256.5266474775355,0.2566452849289739,949,0,0.26156261936710773,0
2025-11-29 11:30:00,248.20886370238708,0.2555531987983302,973,1,0.2555670270140957,0
2025-11-29 12:00:00,243.05419119272523,0.25462382807490974,1096,0,0.2430120388796758,0
2025-11-29 12:30:00,245.10591517126952,0.25168956304402607,934,0,0.22491635238723906,0
2025-11-29 13:00:00,245.3259211294246,0.26463727845162544,946,8,0.21567152113246804,0
2025-11-29 13:30:00,260.3580889976998,0.2421739596788897,957,4,0.2267154118250466,0
2025-11-29 14:00:00,247.1015629612191,0.2521163056029734,999,0,0.22210701250344556,0
2025-11-29 14:30:00,230.71605740936576,0.25460965620245907,947,8,0.22500536173563168,0
2025-11-29 15:00:00,251.67819256064732,0.2482050409110484,1032,0,0.21944306906068828,0
2025-11-29 15:30:00,240.54608281782748,0.2519680099688179,997,1,0.22663954443629408,0
2025-11-29 16:00:00,251.3518672788975,0.23879198472509477,1033,0,0.24124084469558377,0
2025-11-29 16:30:00,232.86666224363495,0.2400848497099154,1929,0,0.2415336105985612,0
2025-11-29 17:00:00,242.83355581939998,0.24625145387012623,927,4,0.2223357653723366,0
2025-11-29 17:30:00,246.7658188819389,0.24292281129507526,1032,0,0.23353872602318684,0
2025-11-29 18:00:00,242.1206861016102,0.2518070278937341,946,0,0.25104245801513153,0
2025-11-29 18:30:00,256.85614248243,0.2567633100122573,1046,0,0.24496672353582064,0
2025-11-29 19:00:00,248.04864538024185,0.2481345856477406,916,8,0.24711519661050993,0
2025-11-29 19:30:00,251.45010783598033,0.248764785821366,1001,1,0.25617751495353885,0
2025-11-29 20:00:00,233.18013841936445,0.23632360798128657,1137,4,0.24530912071252348,0
2025-11-29 20:30:00,240.54863654127527,0.24322157311346138,1049,2,0.23485913186358562,0
2025-11-29 21:00:00,243.35336068025177,0.2304709066040119,957,4,0.2288837860829923,0
2025-11-29 21:30:00,243.8208889534169,0.25276921917672507,1051,4,0.2464082166028974,0
2025-11-29 22:00:00,230.77477049917692,0.24673483839445773,1031,0,0.2446885445534079,0
2025-11-29 22:30:00,260.422915180299,0.2678581470249195,960,1,0.24348643592545632,0
2025-11-29 23:00:00,240.71982377846447,0.2487893364887372,944,1,0.24442188038501036,0
2025-11-29 23:30:00,236.86501092254392,0.23484790676699357,992,2,0.24924217923810368,0
2025-11-30 00:00:00,240.20658532035475,0.2519785764631544,1012,0,0.25972829267953274,0
2025-11-30 00:30:00,231.7107183395241,0.2341501150316704,1036,0,0.24392228048770143,0
2025-11-30 01:00:00,242.09306802665142,0.23349252151712305,936,0,0.25354943676208724,0
2025-11-30 01:30:00,244.4330662093731,0.2305303248965528,897,0,0.2504711292229645,0
2025-11-30 02:00:00,249.043757696859,0.2369471491733935,1054,8,0.2546936623535271,0
2025-11-30 02:30:00,231.8416740101127,0.25567826254091963,1030,2,0.23904170381582465,0
2025-11-30 03:00:00,243.23190811031745,0.2378207189830684,1088,1,0.2413140672701326,0
2025-11-30 03:30:00,260.6833895870499,0.22277287923829614,1042,1,0.230862743354915,0
2025-11-30 04:00:00,262.66442966445044,0.24378207827627885,959,4,0.21260276127324768,0
2025-11-30 04:30:00,258.28820732500014,0.26065736660760064,1708,2,0.20692698180236294,0
2025-11-30 05:00:00,252.11788421945337,0.23772602153557992,900,2,0.21079437629591916,0
2025-11-30 05:30:00,229.3290041416714,0.24310353982801813,1011,8,0.22008104001282375,0
2025-11-30 06:00:00,253.91205242571107,0.24205712600255486,1044,0,0.21040645717202927,0
2025-11-30 06:30:00,240.92243161949702,0.2370715046928703,981,0,0.2267568170008587,0
2025-11-30 07:00:00,252.26545025880435,0.240429585263326,1039,1,0.2334002112093995,0
2025-11-30 07:30:00,238.56494774058663,0.23796407571773026,1027,1,0.23131874708844566,0
2025-11-30 08:00:00,244.4089114861452,0.24846246450564663,1042,1,0.22952745673196248,0
2025-11-30 08:30:00,237.19287339168375,0.2587963027080174,1008,4,0.21624937955970303,0
2025-11-30 09:00:00,224.83733671224402,0.24095907471106226,1076,1,0.21161585328924795,0
2025-11-30 09:30:00,251.44281188792107,0.24279895532695403,1010,2,0.21635674251596937,0
2025-11-30 10:00:00,245.68596123700001,0.23333041970506002,1012,8,0.2215563396761886,0
2025-11-30 10:30:00,242.05459747403125,0.24423317830423422,1067,2,0.2043666754560614,0
2025-11-30 11:00:00,232.02862610201382,0.24928286764237173,980,0,0.19525960778291496,0
2025-11-30 11:30:00,238.55323443313935,0.23236349789542884,992,0,0.18862000612473254,0
2025-11-30 12:00:00,234.45390714138907,0.23941825492450614,1032,8,0.1774730828821323,0
2025-11-30 12:30:00,236.95682128507542,0.24742866453965134,930,2,0.1789673210404318,0
2025-11-30 13:00:00,250.14539273374174,0.2515752993253087,993,8,0.17104178430023007,0
2025-11-30 13:30:00,238.86228855463975,0.23731269167343536,3111,2,0.18376368635223236,1
2025-11-30 14:00:00,238.3797404596026,0.23324292386532908,1022,1,0.19236377725893594,0
2025-11-30 14:30:00,252.96682434539989,0.22949663853338692,1000,1,0.17769327220772163,0
2025-11-30 15:00:00,215.18436892066958,0.22963743840798617,978,4,0.17487800124813438,0
2025-11-30 15:30:00,222.85598220632625,0.23165421110198045,1016,0,0.1763871951518485,0
2025-11-30 16:00:00,231.4356243871525,0.23572520582178919,1120,4,0.180555044014332,0
2025-11-30 16:30:00,230.34075806143798,0.2488766452472737,966,8,0.16977041895826844,0
2025-11-30 17:00:00,225.94769849037354,0.24003480209377065,1054,0,0.16721371068797372,0
2025-11-30 17:30:00,237.52401917556548,0.25589941163493496,912,2,0.18359995896858725,0
2025-11-30 18:00:00,239.97120966834714,0.24231974236799578,1077,0,0.19173703183978383,0
2025-11-30 18:30:00,235.14625923616987,0.2231362628854715,1070,2,0.17775385873626634,0
2025-11-30 19:00:00,225.31669500379599,0.23121473327931408,1033,8,0.16198249856516228,0
2025-11-30 19:30:00,252.5865382779951,0.22192401566693698,3786,1,0.147107693362262,1
2025-11-30 20:00:00,217.2704897707477,0.21362375153950966,985,2,0.1384826522032539,0
2025-11-30 20:30:00,228.477329119443,0.2361296112960226,919,0,0.13255408485381323,0
2025-11-30 21:00:00,234.9950473995529,0.24945971660618899,990,0,0.14233815580399134,0
2025-11-30 21:30:00,227.70314513289145,0.23350272770527178,992,0,0.1604537291155602,0
2025-11-30 22:00:00,242.07045828889017,0.24022115154320914,945,1,0.1738369472603698,0
2025-11-30 22:30:00,227.54527202917114,0.24103547259468297,976,1,0.1549739324992933,0
2025-11-30 23:00:00,240.247415389073,0.23418929756975643,968,1,0.15204116777912066,0
2025-11-30 23:30:00,243.17768121395133,0.21633419332343665,986,1,0.17060491818973406,0
2025-12-01 00:00:00,219.16017147232625,0.23110821580175991,1039,2,0.18837575945321627,0
2025-12-01 00:30:00,245.34606512011968,0.20297689871678326,976,0,0.18227179973983137,0
2025-12-01 01:00:00,225.80208079996942,0.24686229743169405,923,2,0.1905770937238269,0
2025-12-01 01:30:00,228.69453392320563,0.2351199239599673,1049,0,0.1834630220540227,0
2025-12-01 02:00:00,228.36713775631452,0.22169034345304034,1018,0,0.1918600668637576,0
2025-12-01 02:30:00,234.71337999903506,0.21742142602530695,964,0,0.1894287615311038,0
2025-12-01 03:00:00,222.9619607975099,0.22324662959506766,980,0,0.1882577110156775,0
2025-12-01 03:30:00,199.80327782508004,0.21489123594682885,1068,2,0.18118075987261692,0
2025-12-01 04:00:00,233.58013624397896,0.23844615837357777,998,0,0.17198270429690052,0
2025-12-01 04:30:00,229.57895270496294,0.22243393311372803,965,1,0.18687773282873207,0
2025-12-01 05:00:00,212.21231640041097,0.22516861863652252,1037,1,0.20144916213660205,0
2025-12-01 05:30:00,216.70960647133117,0.2167003944589175,1061,1,0.19370486546728855,0
2025-12-01 06:00:00,214.41921249745016,0.22771740157768644,993,0,0.18539268746118473,0
2025-12-01 06:30:00,226.75094776049238,0.20852580912231236,980,0,0.19551891035463162,0
2025-12-01 07:00:00,235.84345632117046,0.23828375918222242,1026,1,0.2002251600981169,0
2025-12-01 07:30:00,220.24607918612858,0.21997826850271912,977,0,0.21226157635137347,0
2025-12-01 08:00:00,216.3365110066078,0.2249751161890976,1029,1,0.20867355958956155,0
